sace_code,name,department,municipio,localidad,zone,school_type,cycle,administration,enrollment_2024
010100021,10 DE SEPTIEMBRE,ATLÁNTIDA,LA CEIBA,RÍO MARÍA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,151
010100157,10 DE SEPTIEMBRE,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,306
010800004,14 DE JULIO,ATLÁNTIDA,ARIZONA,LA LEONA O KM. DOCE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,64
010100038,14 DE JULIO DE 1969,ATLÁNTIDA,LA CEIBA,URRACO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,44
010400010,15 DE SEPTIEMBRE,ATLÁNTIDA,JUTIAPA,ROMA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,309
010600012,15 DE SEPTIEMBRE,ATLÁNTIDA,SAN FRANCISCO,MICELLY,URBANA,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,30
010700220,15 DE SEPTIEMBRE,ATLÁNTIDA,TELA,TELA,URBANA,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,89
010600010,18 DE NOVIEMBRE,ATLÁNTIDA,SAN FRANCISCO,LAS CAMELIAS,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,77
010700043,18 DE NOVIEMBRE,ATLÁNTIDA,TELA,TELA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,46
010700159,3 DE OCTUBRE,ATLÁNTIDA,TELA,TELA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,130
010400038,ABEL VILLACORTA CISNEROS,ATLÁNTIDA,JUTIAPA,SUBIRANA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,16
010200004,ABELARDO FORTIN,ATLÁNTIDA,EL PORVENIR,CAMPO SALADO BARRA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,50
010100036,ABRAHAM MEJIA ZERON,ATLÁNTIDA,LA CEIBA,EL PITAL,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,73
010800056,ADOLFO ALFONSO PAGOADA SAYBE,ATLÁNTIDA,ARIZONA,MEZAPITA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,46
010300036,ADRIAN KELLY,ATLÁNTIDA,ESPARTA,ESPARTA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,45
010400168,ADRIAN ORTIZ,ATLÁNTIDA,JUTIAPA,LOS OLANCHITOS,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,8
010700086,ADRIANA DE VALERIO,ATLÁNTIDA,TELA,COL. LOS LAURELES,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,132
010100108,ADVENTIST BILINGUAL CHRISTIAN SCHOOL,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,165
010100262,AGUAS OCAÑAS DE MADURO,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,10
010400138,AIDA LUCINDA CALIX,ATLÁNTIDA,JUTIAPA,BERLÍN NO.1,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,14
010300109,ALBA LUCIA KELLY,ATLÁNTIDA,ESPARTA,ESPARTA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
010500047,ALBA NORA GUNERA DE MELGAR,ATLÁNTIDA,LA MASICA,LA MASICA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,62
010300095,ALEGRIA INFANTIL,ATLÁNTIDA,ESPARTA,LA GUADALUPE,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,5
010700242,ALEGRIA INFANTIL,ATLÁNTIDA,TELA,MEROA RÍO,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,5
010100187,ALEGRIA INFANTIL 1,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,11
010100342,ALEGRIA INFANTIL NO. 3,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,31
010100343,ALEGRIA INFANTIL NO. II,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,26
010700078,ALEJANDRINA BERMUDEZ DE VILLEDA MORALES,ATLÁNTIDA,TELA,BUENA VISTA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,15
010700080,ALEJANDRO BADOS MURILLO,ATLÁNTIDA,TELA,LAS MERCEDES,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,31
010100371,ALFONSINA BREVILLET,ATLÁNTIDA,LA CEIBA,SAMBO CREEK,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,46
010100097,ALFONSO GUILLEN ZELAYA,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,139
010700211,ALFONSO MILSON CHRISTIAN INSTITUTE,ATLÁNTIDA,TELA,TELA,URBANA,BILINGUE,BÁSICA III CICLO,NO GUBERNAMENTAL,210
010700157,ALFONSO MILSON CHRISTIAN SCHOOL,ATLÁNTIDA,TELA,TELA,URBANA,COMÚN,PREBÁSICA,NO GUBERNAMENTAL,414
010700103,ALFONSO XIII,ATLÁNTIDA,TELA,MEROA OCHO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,40
010700195,ALFONSO XIII,ATLÁNTIDA,TELA,LAS METALIAS,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,158
010100057,ALFONZO GUILLEN ZELAYA,ATLÁNTIDA,LA CEIBA,YARUCA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,15
010300023,ALFONZO GUILLEN ZELAYA,ATLÁNTIDA,ESPARTA,MATA DE GUINEO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,36
010800018,ALFONZO GUILLEN ZELAYA,ATLÁNTIDA,ARIZONA,ARIZONA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,96
010700107,ALFONZO XIII,ATLÁNTIDA,TELA,KILÓMETRO TRECE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,82
010400079,ALFREDO AGUILAR,ATLÁNTIDA,JUTIAPA,TOMALÁ,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,10
010400062,ALLAN ROMERO,ATLÁNTIDA,JUTIAPA,SAN RAMÓN,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,31
010700036,ALMA RODAS DE FIALLOS,ATLÁNTIDA,TELA,LA FORTUNA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,110
010700040,ALVARO CONTRERAS,ATLÁNTIDA,TELA,RÍO TINTO,RURAL,COMÚN - E.I.B.,PREBÁSICA,GUBERNAMENTAL,83
010400021,ALVARO CONTRERAS,ATLÁNTIDA,JUTIAPA,EL ZAPOTAL,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,56
010800029,ALVARO CONTRERAS,ATLÁNTIDA,ARIZONA,EL COCO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,23
010400147,AMALIA YAMILETH PONCE,ATLÁNTIDA,JUTIAPA,CEFALÚ,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,15
010700124,AMILCAR RIVERA CALDERON,ATLÁNTIDA,TELA,EL JUTE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,42
010700089,AMILCAR RIVERA CALDERON,ATLÁNTIDA,TELA,MONTE SIÓN,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,10
010700208,AMOR Y ESFUERZO,ATLÁNTIDA,TELA,EL CEDRO,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,10
010300106,AMOR Y ESPERANZA,ATLÁNTIDA,ESPARTA,LAS DELICIAS DEL NORTE,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
010800060,ANA CARMEN SAYBE,ATLÁNTIDA,ARIZONA,COLORADITO,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,20
010400037,ANA JOSELINA F. DE MARCHETTI,ATLÁNTIDA,JUTIAPA,EL AGUACATE EN LÍNEA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,90
010700304,ANA MARIA LEONHARDT,ATLÁNTIDA,TELA,TELA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,11
010700305,ANA MARIA LEONHARDT,ATLÁNTIDA,TELA,TELA,URBANA,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,80
010100093,ANA ROMELIA DE CERVANTES,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,25
010400091,ANA VALDERRAMOS DE ARDON,ATLÁNTIDA,JUTIAPA,JUTIAPA,URBANA,EDUCACIÓN ADULTOS,BÁSICA II CICLO,GUBERNAMENTAL,6
010800047,ANGEL VIERA,ATLÁNTIDA,ARIZONA,EL COCO,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,17
010700114,ANTONIO HERRERA SOTO,ATLÁNTIDA,TELA,LA PAZ,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,15
010700009,ANTONIO JOSE COELLO,ATLÁNTIDA,TELA,TELA,URBANA,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,260
010200042,ARLENE YOLANDA ROMERO,ATLÁNTIDA,EL PORVENIR,EL PINO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,269
010800013,ARMANDO ARRIAGA IRAHETA,ATLÁNTIDA,ARIZONA,PLANES DE HICAQUE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,33
010400154,ARNULFO ARDON,ATLÁNTIDA,JUTIAPA,JALÁN,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,12
010300005,ARTURO ALVAREZ CALDERON,ATLÁNTIDA,ESPARTA,LA TARRALOSA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,15
010700002,ARTURO ALVAREZ CALDERON,ATLÁNTIDA,TELA,TELA,URBANA,EDUCACIÓN ADULTOS,BÁSICA II CICLO,GUBERNAMENTAL,10
010800041,ARTURO ALVAREZ CALDERON,ATLÁNTIDA,ARIZONA,ATENAS DE SAN CRISTÓBAL O KM.,RURAL,COMÚN,BÁSICA III CICLO,GUBERNAMENTAL,167
010100010,ATENEA,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,387
010700246,ATLANTIC ACADEMY,ATLÁNTIDA,TELA,TELA,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,170
010100192,ATLANTIDA,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,106
010200005,AUGUSTIN GONZALES TRIMINIO,ATLÁNTIDA,EL PORVENIR,LA UNIÓN,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,46
010100004,AUGUSTO C  COELLO,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA III CICLO,GUBERNAMENTAL,26
010100463,AUGUSTO C COELLO,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,BILINGUE,BÁSICA I CICLO,GUBERNAMENTAL,571
010500007,AUGUSTO C COELLO,ATLÁNTIDA,LA MASICA,TRÍPOLI,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,25
010700020,AUGUSTO C COELLO,ATLÁNTIDA,TELA,KILÓMETRO TRECE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,74
010300012,AUGUSTO C. COELLO,ATLÁNTIDA,ESPARTA,LA TARRALOSA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,41
010700289,BARAUDA,ATLÁNTIDA,TELA,EL TRIUNFO DE LA CRUZ,RURAL,COMÚN - E.I.B.,PREBÁSICA,GUBERNAMENTAL,15
010400119,BATALLA DE LA TRINIDAD,ATLÁNTIDA,JUTIAPA,LA BOMBA,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,17
010400174,BATALLA DE LA TRINIDAD,ATLÁNTIDA,JUTIAPA,JUTIAPA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,167
010500051,BELEN,ATLÁNTIDA,LA MASICA,TIERRA FIRME,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,6
010100199,BELINDA RODRIGUEZ,ATLÁNTIDA,LA CEIBA,LA PRESA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,14
010500163,BELINDA RODRIGUEZ,ATLÁNTIDA,LA MASICA,LA MASICA,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,6
010700127,BENJAMIN MUNGUIA,ATLÁNTIDA,TELA,TELA,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,143
010800052,BENJAMIN OSORIO MONCADA,ATLÁNTIDA,ARIZONA,LAS LOMAS,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,7
010800100,BERNARDINO LOPEZ,ATLÁNTIDA,ARIZONA,ARIZONA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,18
010400163,BERTA ALICIA RAMOS,ATLÁNTIDA,JUTIAPA,JUTIAPA,RURAL,CEPB,PREBÁSICA,GUBERNAMENTAL,6
010800073,BERTHA ROSA POLANCO,ATLÁNTIDA,ARIZONA,JILAMITO VIEJO,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,15
010100082,BILINGUE PALMERAS,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,BILINGUE,BÁSICA I CICLO,NO GUBERNAMENTAL,239
010700162,BILINGUE SAN ALEJO,ATLÁNTIDA,TELA,SAN ALEJO,RURAL,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,93
010100195,BILINGUE SANTA TERESA,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,742
010500080,BILL AND,ATLÁNTIDA,LA MASICA,SAN JUAN PUEBLO,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,194
010500083,BILL GASS #2 (ANTES ROGELIO ORTEGA),ATLÁNTIDA,LA MASICA,EL ORO,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,19
010700190,BLANCA JANETH KAWAS,ATLÁNTIDA,TELA,MEZAPA O SANTA ROSA DEL NORTE,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,237
010700148,BLANCA JEANNETTE KAWAS,ATLÁNTIDA,TELA,TELA,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,24
010700179,BLANCA JEANNETTE KAWAS,ATLÁNTIDA,TELA,TELA,URBANA,BILINGUE,BÁSICA I CICLO,NO GUBERNAMENTAL,229
010300100,BLASINA ORELLANA,ATLÁNTIDA,ESPARTA,LA TARRALOSA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,9
010700077,BRAULIO FAJARDO,ATLÁNTIDA,TELA,EL ZAPOTE NO.1,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,33
010300053,BRISAS DE LA MANGA,ATLÁNTIDA,ESPARTA,LA GUADALUPE,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,17
010100332,BRISAS DEL CARIBE,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,12
010100457,BUENA SUERTE,ATLÁNTIDA,LA CEIBA,RÍO VIEJO,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,6
010100477,C.E. DEPARTAMENTAL ATLANTIDA,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,BÁSICA I CICLO,NO GUBERNAMENTAL,89
010700088,CAMILA ZEPEDA DIAZ,ATLÁNTIDA,TELA,EL RODEO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,12
010600041,CAMINO AL EXITO,ATLÁNTIDA,SAN FRANCISCO,LAS CAMELIAS,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,5
010400127,CANDIDO TURCIOS BENITEZ,ATLÁNTIDA,JUTIAPA,JUTIAPA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,5
010100330,CARLOS AGUILAR,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,7
010100460,CARLOS AGUILAR,ATLÁNTIDA,LA CEIBA,LA CEIBA,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,23
010400135,CARLOS ALFONZO MELGAR,ATLÁNTIDA,JUTIAPA,BERLÍN NO.1,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,23
010800048,CARLOS ALFREDO PADILLA,ATLÁNTIDA,ARIZONA,EL RETIRO,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,16
010100191,CARLOS AVILA MOLINA,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,101
010100040,CARLOS HARTLING,ATLÁNTIDA,LA CEIBA,LA CEIBA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,120
010500005,CARLOS HARTLING,ATLÁNTIDA,LA MASICA,EL ORO,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,9
010300014,CARLOS IZAGUIRRE,ATLÁNTIDA,ESPARTA,SOMBRA VERDE,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,24
010500118,CARLOS MARTELL,ATLÁNTIDA,LA MASICA,SAN ANTONIO,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,35
010800064,CARLOS MELGAR,ATLÁNTIDA,ARIZONA,EL COCO,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,16
010300084,CARLOS MONTES,ATLÁNTIDA,ESPARTA,AGUA CALIENTE,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,17
010400105,CARLOS OMAR ESPINOZA,ATLÁNTIDA,JUTIAPA,CEFALÚ,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,11
010800046,CARLOS PADILLA,ATLÁNTIDA,ARIZONA,MEZAPITA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,16
010100075,CARLOS ROBERTO REINA,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,48
010800014,CARLOTA MARQUEZ DE PAZ GARCIA,ATLÁNTIDA,ARIZONA,ARIZONA,URBANA,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,468
010700071,CARMEN ARRIAGA DE PUERTO,ATLÁNTIDA,TELA,SAN ANTONIO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,19
010400129,CARMEN DE MUÑOZ,ATLÁNTIDA,JUTIAPA,BERLÍN NO.1,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,18
010700196,CASA DE DIOS,ATLÁNTIDA,TELA,MONTE SIÓN,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,4
010400207,CCEPREB NORVELINA MENDOZA,ATLÁNTIDA,JUTIAPA,CEIBA GRANDE,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,9
010200035,CEB HERIBERTO FLORES LAGOS,ATLÁNTIDA,EL PORVENIR,EL GANCHO,RURAL,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,172
010300037,CECILIO LOZANO,ATLÁNTIDA,ESPARTA,COLONIA BRISAS DE AMÉRICA,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,20
010300043,CEIBITA WAY (ANTES MARIA ANTONIA ANARIBA),ATLÁNTIDA,ESPARTA,CEIBITA WAY,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,49
010700027,CELEO MURILLO SOTO,ATLÁNTIDA,TELA,SAN ALEJO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,105
010700090,CELESTINO CANALES SIERRA,ATLÁNTIDA,TELA,EL JUNCO,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,56
010700166,CELESTINO CANALES SIERRA,ATLÁNTIDA,TELA,MEZAPA O SANTA ROSA DEL NORTE,RURAL,COMÚN,BÁSICA III CICLO,GUBERNAMENTAL,457
010700223,CELIA MORALES DE FUENTES,ATLÁNTIDA,TELA,TELA,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,13
010700213,CELIA SOCORRO MORALES,ATLÁNTIDA,TELA,TELA,RURAL,CENTRO DE EDUCACIÓN COMUNITARIA (PROHECO),BÁSICA I CICLO,GUBERNAMENTAL,18
010700312,CENTRO DE EDUCACION BASICA GUBERNAMENTAL TELA,ATLÁNTIDA,TELA,BUENA VISTA,URBANA,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,28
010100066,CENTRO DE EDUCACIÓN BÁSICA BILINGUE BRASSAVOLA,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,BILINGUE,BÁSICA I CICLO,NO GUBERNAMENTAL,400
010100144,CENTRO DE EDUCACIÓN PREBASICA BILINGUE PALMERAS,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,140
010100344,CENTRO DE EDUCACIÓN PREBASICA EBEN-EZER,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,PREBÁSICA,NO GUBERNAMENTAL,465
010100449,CENTRO DE RECURSOS PARA LA INCLUSIÓN EDUCATIVA (C.R.I.E.),ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,88
010100446,CENTRO EDUCATIVO GUBERNAMENTAL SAT ATLÁNTIDA,ATLÁNTIDA,LA CEIBA,LA CEIBA,RURAL,SAT,MEDIA,GUBERNAMENTAL,507
010100326,CENTRO EDUCATIVO MOISMAR,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,PREBÁSICA,NO GUBERNAMENTAL,80
010100193,CENTRO POLITECNICO DEL NORTE,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,TÉCNICO,BÁSICA III CICLO,NO GUBERNAMENTAL,198
010100086,CEP NG BILINGUE BRASSAVOLA,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,BILINGUE,PREBÁSICA,NO GUBERNAMENTAL,93
010700187,CEPENF CORAZON DE JESUS,ATLÁNTIDA,TELA,SAN ALEJO,RURAL,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,12
010700184,CEPENF DANILO OLIVARES,ATLÁNTIDA,TELA,EL TRIUNFO DE LA CRUZ,RURAL,CCEPREB - E.I.B.,PREBÁSICA,GUBERNAMENTAL,6
010100225,CIRIACO ESCOBAR,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,20
010100357,CIRIACO ESCOBAR 2,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO C. DE EDUCACIÓN PREBÁSICA (CCEPREB),PREBÁSICA,GUBERNAMENTAL,3
010500040,CIRIACO LOPEZ,ATLÁNTIDA,LA MASICA,TIERRA FIRME,RURAL,COMÚN,BÁSICA I CICLO,GUBERNAMENTAL,22
010100089,CLARA BARTON,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,64
010100053,CLAUDIO BARRERRA,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,CENTRO DE EDUCACIÓN BÁSICA (C.E.B),BÁSICA I CICLO,GUBERNAMENTAL,623
010100087,CLUB DE LEONES,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,62
010100088,COMPASSION,ATLÁNTIDA,LA CEIBA,LA CEIBA,URBANA,COMÚN,PREBÁSICA,GUBERNAMENTAL,53
010300057,CONSUELO BAUTISTA,ATLÁNTIDA,ESPARTA,LA GUADALUPE,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,15
010400196,CONSUELO BAUTISTA,ATLÁNTIDA,JUTIAPA,JUTIAPA,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,40
010300081,CONSUELO BAUTISTA DIAZ,ATLÁNTIDA,ESPARTA,PIEDRAS DE AFILAR,RURAL,PROHECO,PREBÁSICA,GUBERNAMENTAL,17
010200015,CONSUELO DE ESCORCIA,ATLÁNTIDA,EL PORVENIR,EL PINO,RURAL,COMÚN,PREBÁSICA,GUBERNAMENTAL,68
